abcnews.306755	pr01	Warren plans to take a 'hard look' at running for president	﻿Warren planira „dobro razmisliti” o kandidaturi na predsjedničkim izborima
review_sports+outdoors_5_4	pr04	The tool does not really make a difference.	Ovaj alat u tome baš i ne pomaže.
review_sports+outdoors_6_5	pr04	Glock punch tool - needed for your Glock and other applications too	﻿Alat za izbijanje za Glock – potrebno za Glock i druge namjene
review_sports+outdoors_6_5	pr04	Needed this tool to really break down my G22, and it works perfectly for that.	Trebao mi je ovaj alat da bih skroz rastavio svoj G22 i savršen je za to.
review_sports+outdoors_6_5	pr04	No difference from OEM I suspect.However, had an added bonus when realizing that I needed a punch to properly disassemble the bolt carrier in my AR for a thorough cleaning, and this tool worked perfectly to push the carrier's retaining pin out and then back into place after the job was completed.	Pretpostavljam da se ne razlikuje od originalnog.Međutim, dodatan je plus bilo to kad sam shvatio da mi je potreban izbijač da bih pravilno rastavio odvojivi dio cijevi svoje puške AR za temeljito čišćenje i ovaj je alat savršeno funkcionirao za izbijanje osigurača cijevi i vraćanje osigurača na mjesto nakon čišćenja.
review_sports+outdoors_6_5	pr04	Excellent!	Odlično!
review_sports+outdoors_6_5	pr04	It is now in my range bag for safe keeping.	Sada ga držim u svojoj torbi za oružje.
review_toys-and-games_15_5	pr02	Every child should have this!	﻿Svako bi dijete ovo moralo imati!
review_toys-and-games_15_5	pr02	We had purchased Melissa & Doug magnets & had some made & went looking for a board.	Kupili smo magnete marke Melissa & Doug i naručili izradu nekih pa smo krenuli u potragu za pločom.
review_toys-and-games_15_5	pr02	THIS IS IT!	OVO JE TA!
review_toys-and-games_15_5	pr02	It is so reasonable and has been in use ever since we received it.	Vrlo je praktična i koristimo je bez prekida od kad je stigla.
review_toys-and-games_15_5	pr02	You can spell words, put the Leap Frog base on it to put in letters/animals, numbers, etc.	Možete ispisivati riječi, postaviti podlogu LeapFrog na nju da biste stavljali unutra slova/životinje, brojeve itd.
review_toys-and-games_15_5	pr02	It is also double sided.	Može se koristiti s obje strane.
review_toys-and-games_15_5	pr02	Even though it's not intended they also like to put things under/inside the board.	Iako nije tako zamišljeno, djeca također vole stavljati stvari u ploču ili ispod nje.
review_toys-and-games_15_5	pr02	They can roll things through it.	Mogu kotrljati stvari kroz nju.
review_toys-and-games_15_5	pr02	Highly recommend & every child should have one to put their magnets on.	Toplo preporučujem i svako dijete bi trebalo imati jednu da na nju stavlja svoje magnete.
review_toys-and-games_166_1	pr03	Lots of FUN!! Very CHEAP made!!!	﻿Jako ZABAVNO!! Vrlo JEFTINO!!!
review_toys-and-games_166_1	pr03	We have this same game but it was made in 1967, we just thought the newer version would be more up with the times but we like the old one much better!!	Imamo istu igru, ali napravljena je 1967., samo smo mislili da će novija verzija biti modernija, ali stara nam se više sviđa!!
review_toys-and-games_166_1	pr03	This one the tiles are cardboard and the little stand to put your pieces on is also made of very cheap cardboard!!	Pločice na ovoj igri napravljene su od kartona, a mali stalak na koji stavljate dijelove isto je napravljen od vrlo jeftinog kartona!!
review_toys-and-games_166_1	pr03	We just gave this game a way and kept our old one!	Ovu smo igru proslijedili dalje i zadržali našu staru!
review_toys-and-games_166_1	pr03	!	!
review_toys-and-games_187_1	pr01	Booooorrrring	﻿Dosadnooo
review_toys-and-games_187_1	pr01	Hated this product.Predictable.	Nimalo mi se nije svidio ovaj proizvod. Predvidljivo.
review_toys-and-games_187_1	pr01	Not fun.	Nije zabavno.
review_toys-and-games_187_1	pr01	It attempts to be a fast setup table top game but feels as a meshed together mess of crap.	Pokušava biti stolna igra koja se može brzo postaviti, ali imam osjećaj kao da igram sklepano sranje.
review_toys-and-games_187_1	pr01	Often times I thought &#34;this seems like d&d; battle....  Just kidding&#34;.	Često bih pomislila da je slična D&D-u...  Ali samo se šalim.
review_toys-and-games_187_1	pr01	We never played it again after one play through.Would not recommend this for an older gaming group that enjoys board/card ga,es like talisman and 7 wonders and ascension.F	Nakon jednog igranja nismo je više nijednom zaigrali. Ne bih preporučila ovo starijim grupama igrača koji vole stolne/kartaške igre, poput igara Talisman, 7 Wonders i Ascension.
review_toys-and-games_21_5	pr01	Takes a delicate touch!	﻿Iziskuje delikatnost!
review_toys-and-games_21_5	pr01	Prepare to be swept away by the beauty of the images that your color choices will create.	Pripremite se da vas s nogu obori ljepota slika koje ćete stvoriti svojim odabirom boja.
review_toys-and-games_21_5	pr01	The spaces to color are sometimes very small, and require careful work and a steady hand.	Prostori za bojanje ponekad su vrlo mali te iziskuju pažljiv pristup i mirnu ruku.
review_toys-and-games_21_5	pr01	However, the payoff is immense.	Međutim, zbilja se isplati.
review_toys-and-games_21_5	pr01	These images are beautifully done, and the work you do on them will inspire you.You may want to photocopy the pages if you wish to display or use each one, since they are printed back-to-back.Just beautifully done!	Ove su slike predivno nacrtane, a ono što ćete s njima napraviti inspirirat će vas. Možda ćete htjeti fotokopirati stranice ako želite svaku izložiti ili iskoristiti jer su obostrano tiskane. Jednostavno predivno napravljeno.
review_toys-and-games_23_5	pr01	Inricate and time consuming. A great chance to get or give (if gift) a break from television!	﻿Kompleksno i iziskuje dosta vremena Odlična prilika da priuštite odmor od televizora sebi ili nekom drugom (ako ga poklonite).
review_toys-and-games_23_5	pr01	Very nice for time destraction.	Vrlo je dobar za ubijanje vremena.
review_toys-and-games_23_5	pr01	Bought for my 14 year old niece.	Kupila sam ga za svoju četrnaestogodišnju nećakinju.
review_toys-and-games_23_5	pr01	Although she would rather have a controller or keyboard in her hand, I at times I give her this for a &#34;technology break&#34;!	Iako bi ona radije imala kontroler ili tipkovnicu u rukama, ponekad joj dam ovo da se odmori od tehnike.
review_toys-and-games_24_5	pr02	Now I don't have to grow up	﻿Sad ne moram odrasti
review_toys-and-games_24_5	pr02	I can color right along with my grandchildren, without feeling intellectually compromised at the project.	Mogu bojiti zajedno s unucima, a da se ne osjećam intelektualno zakinutom u tom poduhvatu.
review_toys-and-games_24_5	pr02	This book is so amazing that I have used some of the designs for stained glass windows.	Ova knjiga je toliko sjajna da sam iskoristila neke crteže za prozore s vitražima.
review_toys-and-games_24_5	pr02	I highly recommend this for anyone who does not want to grow out of a favorite pasttime.	Toplo preporučujem svima koji ne žele prerasti svoju omiljenu razonodu.
review_toys-and-games_254_2	pr02	This game is boring.	﻿Ova je igra dosadna.
review_toys-and-games_254_2	pr02	The quality of the pieces is really nice.But there is little interaction between the players and there isn't any rhyme or reason to the difficulties of the monsters and no way to improve your characters.	Kvaliteta figurica je vrlo dobra, ali vrlo je malo interakcije među igračima, snaga čudovišta nema nikakvog smisla i nema načina da unaprijedite svoje likove.
review_toys-and-games_254_2	pr02	So if you are just interested in a luck-fest, this is the game for you.	Pa ako ste zainteresirani za igru koja potpuno ovisi o sreći, onda je ovo igra za vas.
review_toys-and-games_331_1	pr02	became a mess	﻿pretvorilo se u nered
review_toys-and-games_331_1	pr02	Started out as a great road trip activity for my 5 yro  but after the 2 yro used it, it became a mess.	Počelo je kao odlična aktivnost za mojeg petogodišnjaka tijekom putovanja, ali nakon što ga je koristio dvogodišnjak nastao je nered.
review_toys-and-games_331_1	pr02	The stix became stuck together or had hairs stuck to them.	Štapići su se zalijepili jedni za druge i dlačice su se zalijepile po njima.
review_toys-and-games_331_1	pr02	It doesn't come with a reusable bag or anything so they are all stuck in a big ball to the top of the book right now - neither my kids nor I want to deal with organizing them.	Ne dolazi s vrećicom za višekratnu upotrebu pa je sada sve slijepljeno u veliku loptu na vrhu knjige – ni moja djeca ni ja ne želimo se baviti raspetljavanjem.
review_toys-and-games_3_5	pr03	love this!	﻿Sviđa mi se ovo!
review_toys-and-games_3_5	pr03	Both sides are magnetic.	Obje strane su magnetne.
review_toys-and-games_3_5	pr03	A real plus when you're entertaining more than one child.	To je stvarno prednost kada animirate više od jednog djeteta.
review_toys-and-games_3_5	pr03	The four-year old can find the letters for the words, while the two-year old can find the pictures the words spell.	Četverogodišnjak može pronaći slova za riječi, a dvogodišnjak može pronaći slike na koje se te riječi odnose.
review_toys-and-games_3_5	pr03	(I bought letters and magnetic pictures to go with this board).	(Uz ovu sam ploču kupila slova i magnetne slike).
review_toys-and-games_3_5	pr03	Both grandkids liked it a lot, which means I like it a lot as well.	Unučadi se ploča jako svidjela, pa se sviđa i meni.
review_toys-and-games_3_5	pr03	Have not even introduced markers, as this will be used strictly as a magnetic board.	Nismo čak ni upotrijebili markere jer će se ploča upotrebljavati isključivo kao magnetna ploča.
review_toys-and-games_531_2	pr03	Battery died right away.	﻿Baterija se odmah ispraznila.
review_toys-and-games_531_2	pr03	I would love to give this a higher review.	Da barem mogu dati bolju recenziju.
review_toys-and-games_531_2	pr03	It seems like such a great concept and I was so excited to get it for my son.	Čini mi se da je koncept sjajan i bila sam tako uzbuđena što ću to kupiti sinu.
review_toys-and-games_531_2	pr03	But the battery died 2 days after we got it and of course it takes a small expensive specialty battery.	Ali baterija se ispraznila nakon 2 dana, a naravno da treba kupiti malu i skupu posebnu bateriju.
review_toys-and-games_531_2	pr03	Not impressed.	Nisam impresionirana.
review_toys-and-games_5_4	pr03	Great to have so he can play with his alphabet ...	﻿Ovo je super jer se može igrati s abecedom...
review_toys-and-games_5_4	pr03	I have a stainless steel refrigerator therefore there are not much space for my son to play with his magnet.	Imam hladnjak od nehrđajućeg čelika, stoga nema puno mjesta na kojem se moj sin može igrati sa svojim magnetom.
review_toys-and-games_5_4	pr03	Brought this for him to put his magnet on.	Donijela sam mu ovo da na to stavi magnet.
review_toys-and-games_5_4	pr03	He enjoys sticking his magnet on it.	Uživa stavljati magnet na to.
review_toys-and-games_5_4	pr03	Great to have so he can play with his alphabet magnets.	Ovo je super jer se može igrati s magnetnim slovima.
review_toys-and-games_587_1	pr04	creepy elf - extras is like investing in skylanders or disney xfinity	﻿jezivi vilenjak – dodaci su kao da kupujete skylanderse ili disney xfinity
review_toys-and-games_587_1	pr04	Here's a creepy little elf and a book.	Ovo su jedan jezivi mali vilenjak i knjiga.
review_toys-and-games_587_1	pr04	If you want the elf to cook and buy all the accessories its like buying skylanders or Disney xfinity.	Ako želite da vilenjak kuha i kupite sve dodatke, to je kao da ste kupili skylanderse ili Disney xfinity.
review_toys-and-games_587_1	pr04	Every little extra thing costs at least 20.00.	Svaki mali dodatak košta barem 20,00.
review_toys-and-games_587_1	pr04	This is awful quality too.	Osim toga, užasne je kvalitete.
review_toys-and-games_587_1	pr04	I would not recommend thistle anyone.	Ne bih ovo nikome preporučila.
review_toys-and-games_587_1	pr04	Save your money and buy a nice advent calendar instead - I suggest a LEGO advent calendar!	Nemojte trošiti novac na ovo i umjesto toga kupite lijepi adventski kalendar – predlažem adventski kalendar LEGO!
review_toys-and-games_615_2	pr04	I hate that these are so expensive	﻿Mrzim to koliko su skupi
review_toys-and-games_615_2	pr04	My Grandson got this and because of the movie, he got this one, but all my Great Grands got one cheaper and IMHO better because the arms and legs were wire and extremely posable.	Unuk i ja smo ovo nabavili i zbog filma je on uzeo ovaj, ali svi su moji praunuci dobili jeftinije i iskreno, bolje jer su im ruke i noge bile žičane i mogle su se lako savijati.
review_toys-and-games_615_2	pr04	However, my Grandson (9 yrs old) loved this elf and his Momand Dad had fun using the concept during the Holidays.	No moj unuk (koji ima 9 godina) obožava ovog vilenjaka i njegovi mama i tata zabavili su se s njim tijekom blagdana.
review_toys-and-games_9_4	pr04	A must have for any homeschooling classroom !	﻿Morate ovo nabaviti za svoju učionicu kod kuće !
review_toys-and-games_9_4	pr04	This is good product to have with unlimited possibilities.	Ovo je dobar proizvod s neograničenim mogućnostima.
