abcnews.306755	st01	Warren plans to take a 'hard look' at running for president	Warren planira ozbiljno razmisliti o kandidaturi za predsjednicu
scotsman.133801	st17	They were probably better in the first half and we came out in the second half and were the better side.	Oni su vjerojatno bili bolji u prvom poluvremenu, a mi u drugom.
scotsman.133801	st17	Going into Thursday, it's another big European night.	U četvrtak nas očekuje još jedna uzbudljiva noć Europske lige.
scotsman.133801	st17	Hopefully, we can get three points but that will be tough game because they had a good result in their last game but, with the crowd behind us, I'm sure we can push on and get a positive result.	Nadamo se da ćemo dobiti tri boda, ali to neće biti tako lako jer su postigli dobar rezultat u svojoj posljednjoj utakmici, ali vjerujem da ćemo s publikom iza nas uspjeti izgurati i postići pozitivan rezultat.
scotsman.133801	st17	Last year was definitely tough, between everything that happened with my injuries and the changes at the club itself but there's a feelgood factor about the place now.	Prošla godina svakako je bila teška, kako zbog mojih ozljeda tako i zbog promjena u klubu, ali je trenutno ovdje dobar osjećaj u zraku.
scotsman.133801	st17	The squad's good and the boys are really enjoying it; the training's good.	Ekipa je dobra i dečki zaista uživaju; treninzi su dobri.
scotsman.133801	st17	Hopefully, we can push on now, put last season behind us and be successful."	Nadamo se da ćemo sad uspjeti izgurati, zaboraviti na prošlu sezonu i uspjeti."
scotsman.133804	st18	Still Game star looks set for new career in restaurant industry	﻿Zvijezda škotske serije „Still Game“ spreman na buduću karijeru u ugostiteljstvu.
scotsman.133804	st18	Still Game star Ford Kieran looks set to move into the hospitality industry after it was discovered he's been named as the director of a licensed restaurants company.	Čini se da je Ford Kieran, zvijezda škotske serije „Still Game“, spreman preći u ugostiteljsku profesiju, jer je objavljeno da je dobio poziciju direktora ovlaštenog lanca restorana.
scotsman.133804	st18	The 56-year-old plays Jack Jarvis on the popular BBC show, which he writes and co-stars with long-time comedy partner Greg Hemphill.	Ovaj 56-godišnjak igrao je ulogu Jacka Jarvisa u popularnoj BBC-evoj seriji za koju je pisao scenarij i surađivao sa svojim dugogodišnjim partnerom komičarom Gregom Hemphillom.
scotsman.133804	st18	The duo have announced that the upcoming ninth series will be the final one in the show's run, and it appears Kiernan is planning for life after Craiglang.	Slavni duo objavio je da će nadolazeća deveta sezona serije ujedno biti i posljednja te se čini da Kiernan već ima planove što će raditi nakon što završi njegov fiktivni život u Craiglangu, mjestu radnje serije. 
scotsman.133804	st18	According to official record listings, he is the director of Adriftmorn Limited.	Prema trenutno dostupnim informacijama, Kieran je postao direktor tvrtke „Adriftmorn Limited“.
scotsman.133804	st18	The actor declined to comment on the story, though a Scottish Sun source hinted that Kiernan was looking to get involved in Glasgow's "thriving restaurant trade."	Ovaj britanski glumac odbio je dati komentar na tu temu, no izvor za novine „Scottish Sun“ dao je natuknuti da se Kiernan nastoji upustiti u Glasgowu „uspješnu ugostiteljsku scenu“:
seattle_times.7019	st19	Nancy Pelosi is subject of book by daughter Christine Pelosi	﻿Knjigu o Nancy Pelosi napisat će njena kći Christine Pelosi
seattle_times.7019	st19	An upcoming book on House Speaker Nancy Pelosi comes from someone who knows her well, daughter Christine Pelosi.	Novu knjigu o predsjednici Zastupničkog doma Kongresa SAD-a Nancy Pelosi napisat će netko tko je dobro poznaje – njena kći,  Christine Pelosi.
seattle_times.7019	st19	"The Nancy Pelosi Way" will be released Nov. 26, Skyhorse Publishing announced Thursday. Christine Pelosi's book will examine how a mother of five became the first female house speaker and her current leadership of House Democrats during the Trump administration. According to Skyhorse, Christine Pelosi will weave together "the professional and personal experiences" of her mother.	Izdavačka kuća Skyhorse Publishing u četvrtak je objavila kako će knjiga pod nazivom „Način Nancy Pelosi“ izaći 26. studenog. Christine će u knjizi analizirati kako je majka petero djece uspjela postati prvom ženom predsjednicom Zastupničkog doma Kongresa SAD-a, kao i način na koji vodi zastupnike Demokratske stranke za vrijeme administracije Donalda Trumpa. Skyhorse tvrdi kako će Christine spojiti „profesionalno iskustvo i privatni život“ svoje majke. 
seattle_times.7019	st19	Christine Pelosi is a Democratic Party strategist and author of "Campaign Boot Camp" and "Campaign Boot Camp 2.0." Pelosi's sister, Alexandra Pelosi, is a filmmaker and journalist who has made several documentaries about contemporary politics.	Christine Pelosi je strateg Demokratske stranke  i autorica knjiga „Kampanja – rat drugim sredstvima“ te „Kampanja – rat drugim sredstvima 2.0“. Njena sestra Alexandra Pelosi je redateljica i novinarka koja je snimila nekoliko dokumentarnih filmova o aktualnim političkim temama.
seattle_times.7452	st20	French chemical fire extinguished as questions mount	Ugašene zapaljene kemikalije u Francuskoj dok se pitanja gomilaju
seattle_times.7452	st20	French authorities and Normandy residents are clearing up residue from a huge fire at a chemical plant as a foul stench continues to spread over a swath of territory.	Francuske vlasti i stanovnici Normandije čiste ostatke velikog požara u kemijskoj tvornici dok se smrad nastavlja širiti velikim dijelom tog područja.
seattle_times.7452	st20	No one was injured in Thursday's fire at a lubricant plant in Rouen, but residents have expressed concern about possible health risks and consequences for the nearby Seine River.	Nema ozlijeđenih u požaru koji je izbio u četvrtak u tvornici lubrikanata u Rouenu, ali stanovnici su izrazili zabrinutost oko mogućih zdravstvenih problema i posljedica koje požar može imati na rijeku Seinu.
seattle_times.7452	st20	The head of the regional administration said Friday the fire was extinguished Thursday night after nearly 24 hours. Firefighters are still on the scene.	Šef lokalne uprave u petak je izjavio da je požar ugašen u četvrtak navečer nakon gotovo 24 sata. Vatrogasci su još na požarištu.
seattle_times.7452	st20	The administration warned of a new odor released after the fire was put out, saying it could spread to neighboring regions.	Uprava je upozorila na novi miris koji se širi nakon što je vatra ugašena, tvrdeći da bi se mogao proširiti do susjednih regija.
seattle_times.7452	st20	Interior Minister Christophe Castaner said people in fragile health should remain indoors through Friday night.	Ministar unutarnjih poslova Christophe Castaner izjavio je da bi ljudi slabijeg zdravlja trebali ostati u kućama u petak navečer.
seattle_times.7452	st20	The cause of the fire is being investigated. The plant is among the highest-risk industrial sites in Europe.	Uzrok požara još se istražuje. Tvornica je među najriskantnijim industrijskim postrojenjima u Europi.
sky.com.20669	st02	Man set alight on doorstep 'in targeted attack'	Zapalili muškarca na kućnom pragu, radi se o 'ciljanom napadu'
sky.com.20669	st02	A man has been set alight on his doorstep in what police believe is a targeted attack.	Muškarac je zapaljen na vlastitom kućnom pragu, a policija smatra da se radi o ciljanom napadu.
sky.com.20669	st02	The 48-year-old was soaked in flammable liquid, believed to be petrol, before bursting into flames outside his home in Skelmersdale, West Lancashire.	48-godišnjak je bio poliven zapaljivom tekućinom, vjerojatno benzinom, prije nego je zapaljen ispred svog doma u Skelmersdaleu u Zapadnom Lancashireu. 
sky.com.20669	st02	He is in hospital in a critical but stable condition after suffering serious burns.	Trenutno se nalazi u bolnici u kritičnom, ali stabilnom stanju, a pretrpio je teže opekotine. 
sky.com.20669	st02	Police have launched an attempted murder inquiry after they were called to the man's house at about 1am on Thursday.	Policija je pokrenula istragu o pokušaju ubojstva nakon što im je došao poziv da se upute u kuću ovog muškarca u četvrtak u 1 sat ujutro. 
sky.com.20669	st02	Detective Chief Inspector Pauline Stables, leading the investigation, said: "This is a horrific incident which has left a man in a very poorly condition in hospital.	Glavna inspektorica Pauline Stables koja vodi istragu rekla je: "Ovo je grozan incident zbog kojeg je čovjek u jako lošem stanju u bolnici.
sky.com.20669	st02	"We are carrying out a number of enquiries to try to identify those responsible.	"Provodimo niz ispitivanja kako bismo utvrdili tko je odgovoran.
sky.com.20669	st02	"While we are trying to establish a motive for what has happened, we do believe that the incident was targeted and I would like to stress that I don't believe there is any threat to the wider community at this time.	"Iako pokušavamo utvrditi motiv iza ovog događaja, vjerujemo da se radi o ciljanom napadu i želimo naglasiti da ne mislimo da postoji opasnost za širu zajednicu u ovom trenutku.
sky.com.20669	st02	"Someone out there knows who has done this and I would urge them to come forward and speak to us.	"Netko zna tko je ovo učinio i molila bih ga da dođe i razgovara s nama.
sky.com.20669	st02	"Has a loved one come home acting suspiciously, smelling of smoke or petrol or with unexplained injuries?	"Je li netko od vaših bližnjih došao kući i ponašao se sumnjivo, mirisao na dim ili benzin ili imao neobjašnjive ozljede?
sky.com.20669	st02	"We need to find the people responsible for this dreadful crime."	"Moramo pronaći one odgovorne za ovaj grozni zločin."
telegraph.405401	st03	Parliament's statue of Cromwell becomes latest memorial hit by 'rewriting history' row	Kip Olivera Cromwella ispred zgrade britanskog parlamenta posljednji je spomenik u nizu napada u svrhu “revidiranja povijesti”
telegraph.405401	st03	Its banishment would be poetic justice for his Taliban-like destruction of so many of England's cultural and religious artefacts carried out by his fanatical Puritan followers.	Uklanjanje Cromwellovog kipa bila bi poetska pravda nakon njegova talibanskog uništavanja mnogih kulturnih i vjerskih artefakata u Engleskoj, a koje su proveli njegovi puritanski sljedbenici.
telegraph.405401	st03	But the Cromwell Society described Mr Crick's suggestion as "folly" and "attempting to rewrite history."	No udruženje Cromwell opisalo je Crickove izjave kao “besmislicu” i “pokušaj da se revidira povijest”.
telegraph.405401	st03	John Goldsmith, chairman of the Cromwell Society, said: "It was inevitable in the present debate about the removal of statues that the figure of Oliver Cromwell outside the Palace of Westminster would become a target.	Predsjednik udruženja John Goldsmith izjavio je: “Bilo je neizbježno da će u sklopu trenutne rasprave o uklanjanju kipova kip Olivera Cromwella, koji se nalazi ispred Westminsterske palače, postati meta napada.”
telegraph.405401	st03	The iconoclasm of the English civil wars was neither ordered nor carried out by Cromwell.	Cromwell nije ni naredio ni izvršio uništenje ikona engleskih građanskih ratova.
telegraph.405401	st03	Perhaps the wrong Cromwell would be sacrificed for the actions of his ancestor Thomas in the previous century.	Možda će pogrešni Cromwell biti žrtvovan zbog djela svog pretka Thomasa iz prethodnog stoljeća.
